name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti_Alto_800_LXI,2013,110000,50000,Petrol,Individual,Manual,First_Owner
Maruti_Swift_Dzire_1.2_Vxi_BSIV,2012,395000,49000,Petrol,Individual,Manual,Second_Owner
Mahindra_Scorpio_VLS_AT_2.2_mHAWK,2011,650000,70000,Diesel,Individual,Automatic,Second_Owner
Mahindra_Bolero_SLX,2011,350000,90000,Diesel,Individual,Manual,Second_Owner
Mahindra_XUV500_W11_Option_AWD,2020,1400000,25000,Diesel,Dealer,Manual,First_Owner
Tata_Tiago_1.2_Revotron_XZ,2018,360000,4000,Petrol,Individual,Manual,First_Owner
Mahindra_Marazzo_M8_8Str,2018,1300000,10000,Diesel,Individual,Manual,First_Owner
Renault_Duster_110PS_Diesel_RxL,2015,800000,15000,Diesel,Individual,Manual,First_Owner
Hyundai_EON_Magna_Plus,2018,229999,30000,Petrol,Individual,Manual,First_Owner
Maruti_Wagon_R_VXI,2014,315000,41000,Petrol,Dealer,Manual,First_Owner
Chevrolet_Spark_1.0_LT,2012,125000,28000,Petrol,Individual,Manual,First_Owner
Maruti_Baleno_Alpha,2019,700000,16000,Petrol,Individual,Manual,First_Owner
Hyundai_EON_1.0_Kappa_Magna_Plus,2015,160000,70000,Petrol,Individual,Manual,First_Owner
Ford_Figo_Aspire_1.2_Ti-VCT_Trend,2017,530000,10832,Petrol,Dealer,Manual,First_Owner
Ford_Figo_Aspire_Facelift,2018,624000,14681,Diesel,Dealer,Manual,First_Owner
Hyundai_i10_Era,2009,250000,50000,Petrol,Individual,Manual,First_Owner
Mahindra_Bolero_SLX,2016,585000,51000,Diesel,Dealer,Manual,First_Owner
Hyundai_Verna_1.4_VTVT,2015,500000,25000,Petrol,Individual,Manual,First_Owner
Chevrolet_Sail_1.2_LT_ABS,2014,350000,30000,Petrol,Individual,Manual,First_Owner
Honda_City_i-DTEC_SV,2014,495000,80000,Diesel,Dealer,Manual,First_Owner
Hyundai_Grand_i10_1.2_Kappa_Asta,2017,500000,50000,Petrol,Individual,Manual,First_Owner
Mahindra_Bolero_Power_Plus_Plus_AC_BSIV_PS,2015,430000,200000,Diesel,Individual,Manual,First_Owner
Hyundai_Grand_i10_1.2_Kappa_Sportz_Option,2013,345000,44000,Petrol,Dealer,Manual,First_Owner
Maruti_Baleno_Sigma_1.2,2015,500000,10000,Petrol,Individual,Manual,First_Owner
Tata_Tiago_1.2_Revotron_XZ,2019,425000,19600,Petrol,Individual,Manual,First_Owner
Maruti_Wagon_R_LXI,2005,80000,40000,Petrol,Individual,Manual,Second_Owner
Chevrolet_Beat_Diesel_LS,2011,106000,50000,Diesel,Individual,Manual,First_Owner
Maruti_A-Star_Vxi,2009,180000,46730,Petrol,Individual,Manual,First_Owner
Datsun_GO_A,2015,250000,40000,Petrol,Individual,Manual,Second_Owner
Skoda_Yeti_Ambition_4WD,2011,350000,80000,Diesel,Individual,Manual,First_Owner
Maruti_Zen_LXi_BSII,2002,60000,80000,Petrol,Individual,Manual,Second_Owner
Hyundai_Verna_CRDi_1.6_EX,2018,900000,24000,Diesel,Individual,Manual,First_Owner
Ford_Aspire_Titanium_Diesel_BSIV,2017,700000,21170,Diesel,Dealer,Manual,First_Owner
BMW_3_Series_320d_Sport,2013,2000000,167223,Diesel,Dealer,Automatic,First_Owner
Maruti_Ertiga_SHVS_ZDI_Plus,2017,1000000,40000,Diesel,Individual,Manual,First_Owner
BMW_X1_sDrive_20d_Exclusive,2011,1375000,60000,Diesel,Individual,Automatic,First_Owner
Toyota_Innova_Crysta_2.4_VX_MT,2016,1800000,141440,Diesel,Dealer,Manual,First_Owner
Chevrolet_Tavera_Neo_3_10_Seats_BSIV,2007,160000,120000,Diesel,Individual,Manual,Third_Owner
Mitsubishi_Outlander_2.4,2012,525000,140000,Petrol,Individual,Automatic,First_Owner
Mahindra_XUV500_W8_2WD,2012,850000,212814,Diesel,Dealer,Manual,First_Owner
Maruti_Baleno_Alpha_1.3,2019,800000,30000,Diesel,Individual,Manual,First_Owner
Ford_Figo_Aspire_1.5_TDCi_Titanium,2017,700000,88635,Diesel,Dealer,Manual,First_Owner
Maruti_Swift_Dzire_VDI,2018,800000,25000,Diesel,Individual,Manual,First_Owner
Hyundai_i20_1.2_Spotz,2017,575000,20000,Petrol,Individual,Manual,Second_Owner
Renault_Duster_110PS_Diesel_RxZ,2012,350000,110000,Diesel,Individual,Manual,Second_Owner
Maruti_Swift_Vdi_BSIII,2008,250000,120000,Diesel,Individual,Manual,Third_Owner
Ford_Endeavour_Titanium_4X2,2011,600000,149674,Diesel,Dealer,Manual,Second_Owner
Mahindra_Scorpio_2.6_Turbo_9_Str,2007,370000,100000,Diesel,Individual,Manual,Third_Owner
Maruti_Baleno_Vxi,2006,80000,120000,Petrol,Individual,Manual,Third_Owner
Tata_Indica_DLX,2003,50000,120000,Diesel,Individual,Manual,Second_Owner
Hyundai_Verna_CRDi_1.6_EX,2018,900000,25000,Diesel,Individual,Manual,First_Owner
Maruti_Wagon_R_VXI_BS_IV,2014,300000,35000,Petrol,Individual,Manual,Second_Owner
Tata_Indica_LSI,2002,125000,40000,Petrol,Individual,Manual,First_Owner
Maruti_Swift_Dzire_VDI,2015,490000,60000,Diesel,Individual,Manual,Second_Owner
Toyota_Etios_Liva_GD,2012,300000,50000,Diesel,Individual,Manual,Second_Owner
Tata_Nano_STD,2013,55000,25000,Petrol,Individual,Manual,Fourth_&_Above_Owner
Hyundai_Grand_i10_Sportz,2016,350000,25000,Petrol,Individual,Manual,First_Owner
Hyundai_Grand_i10_1.2_CRDi_Asta,2019,755000,8000,Diesel,Individual,Manual,First_Owner
Maruti_Ertiga_SHVS_VDI,2017,720000,60000,Diesel,Individual,Manual,First_Owner
Mahindra_Bolero_SLX,2006,229999,200000,Diesel,Individual,Manual,Third_Owner
Mahindra_Scorpio_S7_140_BSIV,2018,1100000,20000,Diesel,Individual,Manual,First_Owner
Volkswagen_Polo_Petrol_Comfortline_1.2L,2013,400000,100000,Petrol,Individual,Manual,First_Owner
Hyundai_Xcent_1.1_CRDi_Base,2015,350000,70000,Diesel,Individual,Manual,Second_Owner
Chevrolet_Beat_Diesel_PS,2012,159000,68000,Diesel,Dealer,Manual,First_Owner
Maruti_Swift_ZXi_BSIV,2017,550000,38000,Petrol,Dealer,Manual,First_Owner
Maruti_Ritz_VDi,2013,335000,80000,Diesel,Dealer,Manual,First_Owner
Tata_Indigo_CS_Emax_CNG_GLX,2014,185000,72000,CNG,Dealer,Manual,First_Owner
Maruti_Eeco_5_STR_With_AC_Plus_HTR_CNG,2012,229999,75000,CNG,Dealer,Manual,First_Owner
Maruti_Estilo_LXI,2014,225000,43000,Petrol,Dealer,Manual,First_Owner
Maruti_Swift_VXI_with_ABS,2007,250000,120000,Petrol,Individual,Manual,Second_Owner
Tata_Zest_Quadrajet_1.3_XM,2015,400000,100000,Diesel,Individual,Manual,First_Owner
Maruti_Swift_VDI_BSIV,2014,470000,163000,Diesel,Individual,Manual,First_Owner
Maruti_Alto_K10_VXI_AGS_Optional,2018,300000,25000,Petrol,Individual,Automatic,First_Owner
Maruti_Alto_LX,2011,145000,25000,Petrol,Individual,Manual,First_Owner
Maruti_SX4_Vxi_BSIII,2007,100000,90000,Petrol,Individual,Manual,Second_Owner
Mahindra_Scorpio_SLE_BSIV,2014,500000,70000,Diesel,Individual,Manual,Second_Owner
Hyundai_Santro_Xing_GLS_CNG,2010,130000,98000,CNG,Individual,Manual,Second_Owner
Chevrolet_Cruze_LTZ,2010,240000,81925,Diesel,Individual,Manual,First_Owner
Ford_Figo_Diesel_Celebration_Edition,2013,150000,80000,Diesel,Individual,Manual,Second_Owner
Renault_KWID_RXT_Optional,2017,270000,40000,Petrol,Individual,Manual,First_Owner
Maruti_Swift_Dzire_VDI,2014,400000,90000,Diesel,Individual,Manual,First_Owner
Hyundai_EON_Era_Plus,2012,200000,46000,Petrol,Individual,Manual,First_Owner
Mahindra_XUV500_W6_2WD,2012,550000,80000,Diesel,Individual,Manual,First_Owner
Renault_KWID_1.0_RXT_Optional,2018,325000,35000,Petrol,Individual,Manual,First_Owner
Skoda_Rapid_1.5_TDI_AT_Style_BSIV,2017,860000,82080,Diesel,Individual,Automatic,First_Owner
Mahindra_XUV500_W8_2WD,2012,600000,200000,Diesel,Individual,Manual,First_Owner
Chevrolet_Spark_1.0,2009,125000,70000,Petrol,Individual,Manual,First_Owner
Maruti_800_AC,2000,60000,40000,Petrol,Individual,Manual,Third_Owner
Chevrolet_Tavera_Neo_3_10_Seats_BSIV,2010,300000,120000,Diesel,Individual,Manual,Third_Owner
Ford_Fiesta_1.6_ZXi_Duratec,2007,190000,60000,Petrol,Individual,Manual,Third_Owner
Maruti_Ertiga_VDI,2013,400000,110000,Diesel,Individual,Manual,First_Owner
Tata_Manza_Aura_Quadrajet_BS_IV,2011,260000,97000,Diesel,Individual,Manual,Second_Owner
Maruti_Swift_VVT_VXI,2017,400000,30000,Petrol,Individual,Manual,First_Owner
Hyundai_i20_Sportz_Petrol,2010,250000,40000,Petrol,Individual,Manual,First_Owner
Hyundai_Grand_i10_1.2_Kappa_Asta,2019,600000,10000,Petrol,Individual,Manual,First_Owner
Maruti_Zen_Estilo_VXI_BSIV,2010,175000,52047,Petrol,Individual,Manual,First_Owner
Toyota_Innova_2.5_G_(Diesel)_8_Seater_BS_IV,2011,450000,200000,Diesel,Individual,Manual,Third_Owner
Tata_Tiago_1.2_Revotron_XZA,2019,350000,15000,Petrol,Individual,Automatic,Second_Owner
Maruti_Vitara_Brezza_ZDi,2018,800000,50000,Diesel,Individual,Manual,First_Owner
Maruti_Swift_VXI_BSIII,2011,250000,70000,Petrol,Individual,Manual,Second_Owner
Maruti_Swift_VXI_BSIV,2019,600000,10000,Petrol,Individual,Manual,First_Owner
Maruti_Swift_VDI_BSIV,2017,600000,90000,Diesel,Individual,Manual,First_Owner
Maruti_Alto_800_LXI,2016,130000,40000,Petrol,Individual,Manual,First_Owner
Maruti_Wagon_R_LXI,2006,90000,62009,Petrol,Individual,Manual,Second_Owner
Hyundai_i20_Active_1.2_S,2017,595000,33100,Petrol,Individual,Manual,Second_Owner
Hyundai_EON_Era_Plus,2014,190000,40000,Petrol,Individual,Manual,Second_Owner
Hyundai_Santro_GLS_I_-_Euro_I,1999,50000,120000,Petrol,Individual,Manual,Second_Owner
Maruti_Wagon_R_LXI_Minor,2007,95000,80000,Petrol,Individual,Manual,First_Owner
Tata_Safari_Storme_VX,2016,1000000,70000,Diesel,Individual,Manual,First_Owner
Mahindra_Scorpio_REV_116,2006,220000,220000,Petrol,Individual,Manual,Second_Owner
Mahindra_Bolero_SLX,2010,400000,50000,Diesel,Individual,Manual,First_Owner
Datsun_GO_Plus_A,2015,315000,45000,Petrol,Individual,Manual,Second_Owner
Toyota_Fortuner_4x4_MT,2014,1000000,110000,Diesel,Individual,Manual,First_Owner
Ford_Ecosport_1.5_DV5_MT_Titanium,2014,500000,49000,Diesel,Individual,Manual,First_Owner
Mahindra_XUV500_W11_AT_BSIV,2018,1600000,35000,Diesel,Individual,Automatic,First_Owner
Mahindra_Supro_VX_8_Str,2017,500000,160000,Diesel,Individual,Manual,First_Owner
Maruti_Alto_LX,2007,70000,180000,Petrol,Individual,Manual,Third_Owner
Maruti_800_AC,2007,105000,60000,Petrol,Individual,Manual,Second_Owner
Ford_Endeavour_2.5L_4X2_MT,2008,400000,110000,Diesel,Individual,Manual,Third_Owner
Maruti_Wagon_R_LXI,2004,80000,60000,Petrol,Individual,Manual,Third_Owner
Maruti_Alto_800_VXI,2016,300000,30000,Petrol,Individual,Manual,First_Owner
Mahindra_KUV_100_D75_K2,2017,409999,40000,Diesel,Individual,Manual,First_Owner
Maruti_Swift_Glam,2009,250000,70000,Petrol,Individual,Manual,First_Owner
Tata_New_Safari_DICOR_2.2_EX_4x2,2010,250000,120000,Diesel,Individual,Manual,Second_Owner
Maruti_Swift_Dzire_VDI,2012,215000,80000,Diesel,Individual,Manual,Third_Owner
Toyota_Fortuner_4x4_MT,2015,1400000,120000,Diesel,Individual,Manual,First_Owner
Honda_Brio_1.2_VX_MT,2018,475000,20000,Petrol,Individual,Manual,First_Owner
Honda_Brio_1.2_VX_MT,2018,475000,22000,Petrol,Individual,Manual,First_Owner
Chevrolet_Spark_1.0_LS,2008,75000,35000,Petrol,Individual,Manual,Second_Owner
Chevrolet_Sail_Hatchback_LS_ABS,2013,200000,120000,Diesel,Individual,Manual,Second_Owner
Tata_Tiago_NRG_Petrol,2019,575000,8000,Petrol,Individual,Manual,First_Owner
Maruti_Ritz_VDi,2011,150000,40000,Diesel,Individual,Manual,Second_Owner
Maruti_Vitara_Brezza_ZDi_Plus,2018,850000,10000,Diesel,Individual,Manual,First_Owner
Hyundai_Santro_Era,2019,350000,30000,Petrol,Individual,Manual,First_Owner
Ford_Endeavour_2.5L_4X2_MT,2011,550000,54000,Diesel,Individual,Manual,Second_Owner
Hyundai_Verna_1.4_VTVT,2017,330000,80577,Petrol,Individual,Manual,First_Owner
Honda_City_i-DTEC_V,2017,1044999,25000,Diesel,Individual,Manual,First_Owner
Hyundai_Verna_1.6_CRDI,2011,300000,127500,Diesel,Individual,Manual,Second_Owner
Hyundai_EON_D_Lite_Plus,2015,235000,40903,Petrol,Dealer,Manual,First_Owner
Ford_Figo_Petrol_Titanium,2011,120000,60000,Petrol,Individual,Manual,Third_Owner
Maruti_Wagon_R_VXI,2004,130000,46000,Petrol,Individual,Manual,First_Owner
Ford_Endeavour_4x4_XLT,2004,275000,22288,Diesel,Dealer,Manual,Second_Owner
Volkswagen_Jetta_2.0_TDI_Trendline,2011,270000,180000,Diesel,Individual,Manual,Second_Owner
Volkswagen_Polo_1.5_TDI_Highline,2015,500000,30000,Diesel,Individual,Manual,Second_Owner
Hyundai_Grand_i10_Sportz,2015,400000,61690,Petrol,Dealer,Manual,First_Owner
Hyundai_i20_Asta_1.2,2015,600000,64484,Petrol,Dealer,Manual,First_Owner
Audi_Q5_2.0_TDI,2012,1350000,90000,Diesel,Individual,Automatic,Second_Owner
Renault_Duster_85PS_Diesel_RxE,2013,400000,75976,Diesel,Dealer,Manual,Second_Owner
Ford_Figo_Diesel_Titanium,2011,220000,70000,Diesel,Individual,Manual,Second_Owner
Honda_Brio_E_MT,2012,300000,85962,Petrol,Dealer,Manual,Second_Owner
Maruti_Omni_E_MPI_STD_BS_IV,2018,250000,120000,Petrol,Individual,Manual,First_Owner
Honda_Mobilio_V_i_DTEC,2015,600000,120000,Diesel,Individual,Manual,First_Owner
Honda_Brio_S_Option_AT,2012,285000,75000,Petrol,Individual,Automatic,Second_Owner
Honda_Accord_2.4_MT,2009,350000,57035,Petrol,Dealer,Manual,First_Owner
Mahindra_Bolero_SLX,2011,170000,70000,Diesel,Individual,Manual,Third_Owner
Ford_Figo_1.2P_Ambiente_MT,2015,229999,45000,Petrol,Individual,Manual,First_Owner
Mahindra_XUV500_W6_2WD,2013,500000,72104,Diesel,Dealer,Manual,Second_Owner
Tata_Nano_Lx,2011,75000,15000,Petrol,Individual,Manual,First_Owner
Hyundai_i20_Active_1.2_SX,2016,600000,30000,Petrol,Individual,Manual,First_Owner
Tata_Indigo_LS_Dicor,2011,220000,80000,Diesel,Individual,Manual,First_Owner
Tata_Indica_Vista_Terra_1.4_TDI,2009,150000,164000,Diesel,Individual,Manual,Second_Owner
Maruti_Alto_LX,2006,65000,124439,Petrol,Individual,Manual,Second_Owner
Maruti_Zen_VXI,2006,120000,77000,Petrol,Individual,Manual,Second_Owner
Maruti_Swift_Dzire_VDI,2014,240000,90000,Diesel,Individual,Manual,First_Owner
Renault_KWID_1.0_RXT_Optional,2017,390000,30000,Petrol,Individual,Manual,First_Owner
Chevrolet_Beat_LS,2012,180000,50000,Petrol,Individual,Manual,First_Owner
Maruti_Swift_VDI,2012,320000,80000,Diesel,Individual,Manual,Second_Owner
Maruti_Alto_800_LXI,2018,310000,5000,Petrol,Individual,Manual,First_Owner
Maruti_Wagon_R_AMT_VXI,2018,420000,24000,Petrol,Individual,Automatic,First_Owner
Tata_Tiago_NRG_Petrol,2019,550000,10000,Petrol,Individual,Manual,First_Owner
Maruti_Ertiga_SHVS_VDI,2016,550000,78000,Diesel,Individual,Manual,Third_Owner
Mahindra_TUV_300_T4_Plus,2018,760000,50000,Diesel,Individual,Manual,First_Owner
Maruti_800_AC_BSII,2001,43000,100000,Petrol,Individual,Manual,Second_Owner
Maruti_Omni_MPI_STD_BSIV,2018,250000,20000,Petrol,Individual,Manual,First_Owner
Hyundai_Santro_Magna_BSIV,2019,500000,1250,Petrol,Individual,Manual,First_Owner
Tata_Zest_Revotron_1.2_XT,2015,380000,17152,Petrol,Individual,Manual,First_Owner
Mahindra_XUV500_W11_Option_AT_AWD,2019,1850000,5000,Diesel,Individual,Automatic,First_Owner
Volkswagen_Polo_Diesel_Trendline_1.2L,2012,350000,77000,Diesel,Individual,Manual,First_Owner
Hyundai_Verna_CRDi,2008,195000,90000,Diesel,Individual,Manual,Second_Owner
Chevrolet_Beat_LS,2011,225000,80000,Petrol,Individual,Manual,Second_Owner
Toyota_Innova_2.5_G_(Diesel)_7_Seater,2015,1125000,65000,Diesel,Individual,Manual,First_Owner
Tata_Indica_Vista_Quadrajet_LX,2011,133000,80000,Diesel,Individual,Manual,First_Owner
Hyundai_EON_Era_Plus,2013,200000,24005,Petrol,Individual,Manual,First_Owner
Maruti_Vitara_Brezza_ZDi_Plus,2018,940000,20000,Diesel,Individual,Manual,First_Owner
Renault_Duster_85PS_Diesel_RxL,2014,400000,120000,Diesel,Individual,Manual,First_Owner
Hyundai_i10_Era_1.1,2009,120000,120000,Petrol,Individual,Manual,Second_Owner
Maruti_Swift_Dzire_ZDI,2015,625000,80000,Diesel,Individual,Manual,First_Owner
Maruti_Swift_1.3_VXi,2005,110000,80000,Petrol,Individual,Manual,First_Owner
Renault_Duster_110PS_Diesel_RxZ,2012,490000,100000,Diesel,Individual,Manual,First_Owner
Maruti_Alto_LX,2009,140000,120000,Petrol,Individual,Manual,Second_Owner
Ford_Figo_Diesel_ZXI,2011,175000,149000,Diesel,Individual,Manual,Second_Owner
Maruti_Wagon_R_LXI_BSIII,2005,90000,65000,Petrol,Individual,Manual,Second_Owner
Maruti_Swift_Ldi_BSIV,2009,275000,100000,Diesel,Individual,Manual,Second_Owner
Volkswagen_Vento_Diesel_Highline,2011,300000,65000,Diesel,Individual,Manual,Second_Owner
Datsun_GO_Plus_T_Option_BSIV,2018,270000,19000,Petrol,Individual,Manual,Second_Owner
Chevrolet_Beat_LT,2010,130000,80000,Petrol,Individual,Manual,Second_Owner
Maruti_Alto_K10_VXI_Airbag,2015,275000,30000,Petrol,Individual,Manual,First_Owner
Maruti_Swift_VDI,2012,352000,109000,Diesel,Individual,Manual,First_Owner
Hyundai_EON_LPG_Magna_Plus,2012,180000,90000,LPG,Individual,Manual,First_Owner
Maruti_Alto_LX,2012,150000,90000,Petrol,Individual,Manual,First_Owner
Volkswagen_Vento_Diesel_Highline,2011,300000,65000,Diesel,Individual,Manual,Second_Owner
Maruti_Swift_Vdi_BSIII,2010,300000,110000,Diesel,Individual,Manual,Second_Owner
Mahindra_Bolero_DI_DX_7_Seater,2007,225000,120000,Diesel,Individual,Manual,First_Owner
Honda_Mobilio_V_i_DTEC,2014,600000,44000,Diesel,Individual,Manual,First_Owner
Maruti_Ertiga_BSIV_ZXI,2015,500000,80000,Petrol,Individual,Manual,First_Owner
Honda_BR-V_i-VTEC_S_MT,2018,900000,5000,Petrol,Individual,Manual,First_Owner
Hyundai_i20_Magna_1.2,2016,600000,61000,Petrol,Individual,Manual,First_Owner
Toyota_Etios_VD,2011,450000,100000,Diesel,Individual,Manual,Second_Owner
Hyundai_i10_Era_1.1,2009,270000,27633,Petrol,Individual,Manual,First_Owner
Maruti_Swift_Vdi_BSIII,2010,310000,100000,Diesel,Individual,Manual,Third_Owner
Hyundai_Santro_Xing_GLS_Audio_LPG,2012,250000,100000,LPG,Individual,Manual,First_Owner
Ford_Figo_1.2P_Titanium_MT,2019,700000,12586,Petrol,Dealer,Manual,First_Owner
Fiat_Avventura_Urban_Cross_1.3_Multijet_Emotion,2018,650000,38083,Diesel,Dealer,Manual,First_Owner
Ford_Figo_Diesel_ZXI,2012,400000,55328,Diesel,Dealer,Manual,First_Owner
Ford_Figo_Diesel_Titanium,2012,425000,81632,Diesel,Dealer,Manual,First_Owner
Ford_Aspire_Titanium_Diesel_BSIV,2016,600000,155201,Diesel,Dealer,Manual,First_Owner
Ford_EcoSport_1.5_TDCi_Titanium_BSIV,2013,600000,93283,Diesel,Dealer,Manual,First_Owner
Maruti_Swift_Ldi_BSIII,2009,300000,217871,Diesel,Dealer,Manual,First_Owner
Ford_Fiesta_Classic_1.4_Duratorq_CLXI,2012,450000,90165,Diesel,Dealer,Manual,First_Owner
Ford_Ecosport_1.5_DV5_MT_Titanium,2014,750000,101504,Diesel,Dealer,Manual,First_Owner
Ford_Figo_Titanium_Diesel_BSIV,2010,325000,86017,Diesel,Dealer,Manual,Second_Owner
Mahindra_XUV500_W8_2WD,2013,900000,85036,Diesel,Dealer,Manual,Second_Owner
Ford_Ikon_1.3L_Rocam_Flair,2006,180000,91086,Petrol,Dealer,Manual,Second_Owner
Fiat_Punto_1.3_Emotion,2013,350000,160254,Diesel,Dealer,Manual,Second_Owner
Ford_EcoSport_1.5_TDCi_Titanium_BSIV,2013,600000,125531,Diesel,Dealer,Manual,Second_Owner
Honda_WR-V_i-DTEC_V,2019,900000,60000,Diesel,Individual,Manual,First_Owner
Skoda_Laura_L_n_K_1.9_PD,2006,350000,100000,Diesel,Individual,Manual,First_Owner
Maruti_Ritz_LDi,2013,280000,90000,Diesel,Individual,Manual,Third_Owner
Mahindra_Xylo_D2,2009,225000,120000,Diesel,Individual,Manual,Second_Owner
Honda_City_i_DTEC_S,2014,520000,82000,Diesel,Individual,Manual,First_Owner
Mahindra_Scorpio_1.99_S4,2016,509999,60000,Diesel,Individual,Manual,First_Owner
Maruti_Baleno_Alpha_1.2,2019,556000,24000,Petrol,Individual,Manual,First_Owner
Tata_Indigo_Grand_Dicor,2014,225000,120000,Diesel,Individual,Manual,First_Owner
Honda_Amaze_EX_i-Dtech,2013,325000,65000,Diesel,Dealer,Manual,First_Owner
Maruti_Swift_VDI,2013,365000,65000,Diesel,Dealer,Manual,First_Owner
Hyundai_Creta_1.6_CRDi_SX_Plus,2015,850000,84000,Diesel,Dealer,Manual,First_Owner
Toyota_Etios_GD_SP,2013,350000,75000,Diesel,Dealer,Manual,First_Owner
Maruti_Swift_VDI,2007,225000,50000,Diesel,Dealer,Manual,First_Owner
Maruti_Alto_LX,2011,135000,50000,Petrol,Individual,Manual,First_Owner
Maruti_Wagon_R_LXI_Minor,2007,140000,49000,Petrol,Dealer,Manual,First_Owner
Maruti_SX4_S_Cross_DDiS_320_Delta,2016,665000,560000,Diesel,Dealer,Manual,First_Owner
Renault_KWID_RXT,2015,275000,14365,Petrol,Dealer,Manual,First_Owner
Toyota_Fortuner_2.8_4WD_AT_BSIV,2017,2750000,41000,Diesel,Individual,Automatic,First_Owner
Hyundai_Verna_1.6_SX,2013,484999,65000,Diesel,Dealer,Manual,First_Owner
Maruti_Ciaz_VDi_Option_SHVS,2015,565000,65000,Diesel,Dealer,Manual,First_Owner
Maruti_Swift_Dzire_VDI,2013,425000,61083,Diesel,Dealer,Manual,First_Owner
Toyota_Innova_2.5_VX_(Diesel)_8_Seater,2013,925000,75000,Diesel,Individual,Manual,First_Owner
Mahindra_Scorpio_VLX_2WD_AIRBAG_SE_BSIV,2012,565000,72000,Diesel,Dealer,Manual,First_Owner
Renault_Duster_110PS_Diesel_RxL,2014,525000,65000,Diesel,Dealer,Manual,First_Owner
Hyundai_Tucson_2.0_e-VGT_2WD_MT,2017,1650000,55000,Diesel,Dealer,Manual,First_Owner
Hyundai_EON_Era_Plus,2015,295000,21000,Petrol,Dealer,Manual,Second_Owner
Jaguar_XF_5.0_Litre_V8_Petrol,2012,2050000,66363,Petrol,Dealer,Automatic,Second_Owner
Hyundai_Creta_1.6_VTVT_AT_SX_Plus,2018,1475000,11700,Petrol,Dealer,Automatic,First_Owner
Hyundai_Verna_VTVT_1.6_AT_SX_Option,2017,1100000,10000,Petrol,Individual,Automatic,First_Owner
Mercedes-Benz_GL-Class_350_CDI_Blue_Efficiency,2014,4400000,100000,Diesel,Individual,Automatic,Second_Owner
Maruti_Swift_ZXI_BSIV,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First_Owner
Maruti_S-Cross_Zeta_DDiS_200_SH,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First_Owner
Hyundai_Verna_1.6_VTVT_SX,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First_Owner
Volkswagen_Polo_GTI,2017,850000,20000,Petrol,Dealer,Automatic,Second_Owner
Renault_Pulse_RxL,2015,390000,61585,Diesel,Trustmark Dealer,Manual,First_Owner
Maruti_Celerio_VXI_AMT_BSIV,2016,450000,39415,Petrol,Trustmark Dealer,Automatic,Second_Owner
Honda_Brio_V_MT,2014,425000,29654,Petrol,Trustmark Dealer,Manual,First_Owner
Maruti_Baleno_Alpha_1.3,2016,770000,64672,Diesel,Trustmark Dealer,Manual,First_Owner
Hyundai_Creta_1.6_SX_Automatic_Diesel,2015,1150000,54634,Diesel,Trustmark Dealer,Automatic,Second_Owner
Honda_City_i_VTEC_V,2015,775000,66521,Petrol,Trustmark Dealer,Manual,First_Owner
Toyota_Innova_Crysta_2.4_GX_AT,2018,1725000,23974,Diesel,Dealer,Automatic,Second_Owner
BMW_3_Series_320d_Luxury_Line,2016,2150000,43000,Diesel,Dealer,Automatic,First_Owner
